zone_id,floor,area_m2,height_m,envelope_UA_W_K,capacitance_kJ_K,solar_aperture_m2,people,lighting_W_m2,equipment_W_m2,outdoor_air_L_s_person,infiltration_ACH,heat_recovery_sensible,heat_recovery_latent,fcu_kW,fan_W,occupied_start,occupied_end,weekend,input_status
Z121,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z122,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z123,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z124,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z125,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z126,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z127,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z128,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z129,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z130,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z131,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z132,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z133,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z134,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z135,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z136,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z137,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z138,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z139,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z140,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z141,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z142,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z143,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z144,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z145,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z146,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z147,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z148,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z149,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z150,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z151,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z152,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z153,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z154,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z155,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z156,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z157,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z158,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z159,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z160,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z161,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z162,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z163,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z164,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z165,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z166,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z167,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z168,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z169,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z170,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z171,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z172,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z173,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z174,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z175,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z176,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z177,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z178,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z179,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z180,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z181,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z182,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z183,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z184,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z185,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z186,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z187,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z188,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z189,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z190,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z191,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z192,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z193,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z194,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z195,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z196,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z197,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z198,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z199,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z200,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z201,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z202,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z203,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z204,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z205,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z206,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z207,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z208,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z209,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z210,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z211,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z212,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z213,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z214,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z215,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z216,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z217,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z218,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z219,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z220,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z221,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z222,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z223,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z224,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z225,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z226,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z227,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z228,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z229,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z230,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z231,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z232,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z233,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z234,2,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z235,3,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z236,3,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z237,3,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z238,3,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z239,3,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z240,3,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z241,3,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
